,IBB,IYE,IYR,OIH,SMH,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2004-01-22,25.203712463378906,12.74238395690918,26.0764217376709,16.412996292114258,31.7110652923584,18.230342864990234,20.7167911529541,13.195175170898438,20.110597610473633,17.26137924194336,14.51292610168457,13.660951614379883,23.86618995666504,25.98481559753418
2004-01-23,25.45083999633789,12.893180847167969,26.248807907104492,17.004331588745117,31.324432373046875,17.8785343170166,20.898448944091797,13.132022857666016,20.037525177001953,17.20574378967285,14.634194374084473,13.541419982910156,23.75044822692871,25.90399169921875
2004-01-26,25.886558532714844,12.966066360473633,26.593568801879883,17.20892333984375,31.91535758972168,18.04740333557129,21.021984100341797,13.312466621398926,20.29328727722168,17.52364158630371,14.775686264038086,13.46173095703125,24.051372528076172,25.952484130859375
2004-01-27,25.49635887145996,12.930878639221191,26.852134704589844,17.203933715820312,30.894033432006836,17.99815559387207,20.978382110595703,13.222247123718262,20.095975875854492,17.253437042236328,14.70157241821289,13.416193008422852,23.89705467224121,25.774673461914062
2004-01-28,25.04112434387207,12.767516136169434,26.752891540527344,17.11163330078125,30.63871192932129,17.850393295288086,20.680458068847656,12.987667083740234,19.781749725341797,16.967334747314453,14.553345680236816,13.467428207397461,23.688718795776367,25.16041374206543
2004-01-29,25.171186447143555,12.732328414916992,26.810348510742188,17.065961837768555,30.500158309936523,17.737823486328125,20.665924072265625,13.095932006835938,19.789052963256836,16.87991714477539,14.755476951599121,13.575569152832031,24.03594398498535,25.322067260742188
2004-01-30,24.989093780517578,12.619233131408691,26.982728958129883,16.906248092651367,30.609540939331055,17.948894500732422,20.469722747802734,13.104950904846191,19.752525329589844,16.887863159179688,14.674628257751465,13.552802085876465,23.904762268066406,25.305896759033203
2004-02-02,25.363040924072266,12.67452335357666,27.319656372070312,17.11336898803711,30.208288192749023,17.86446762084961,20.585983276367188,13.181640625,19.715986251831055,16.887863159179688,14.73526382446289,13.47311019897461,24.213424682617188,25.233152389526367
2004-02-03,25.62317657470703,12.639339447021484,27.275249481201172,17.028526306152344,30.470935821533203,17.76595687866211,20.506067276000977,13.195175170898438,19.642898559570312,16.91170883178711,14.809375762939453,13.5926513671875,24.367738723754883,25.095752716064453
2004-02-04,24.891542434692383,12.548860549926758,26.81816864013672,16.95865821838379,29.611339569091797,17.646358489990234,20.36073112487793,13.08691120147705,19.54790496826172,16.49844741821289,14.89695930480957,13.370657920837402,24.444894790649414,25.063419342041016
2004-02-05,24.74522590637207,12.400575637817383,26.852134704589844,16.66033172607422,29.69889259338379,17.87150764465332,20.17906951904297,13.0823974609375,19.730587005615234,16.522287368774414,14.991294860839844,13.290966987609863,24.32143783569336,25.25739860534668
2004-02-06,25.249229431152344,12.478487014770508,27.450244903564453,16.772676467895508,31.012351989746094,18.230342864990234,20.317127227783203,13.303443908691406,19.818288803100586,16.871971130371094,15.105836868286133,13.404814720153809,24.50663185119629,25.524120330810547
2004-02-09,25.317516326904297,12.664478302001953,27.418895721435547,17.162097930908203,30.71318244934082,18.244417190551758,20.56418800354004,13.249309539794922,19.767135620117188,16.744810104370117,15.126038551330566,13.4844970703125,24.267427444458008,25.556447982788086
2004-02-10,25.597158432006836,12.817779541015625,27.60694694519043,17.531553268432617,30.81534767150879,18.34291648864746,20.840320587158203,13.28991413116455,19.752525329589844,16.87991714477539,15.186681747436523,13.59833812713623,24.375455856323242,25.774673461914062
2004-02-11,25.805273056030273,13.021355628967285,27.78978729248047,17.711286544799805,31.343706130981445,18.79322052001953,21.123714447021484,13.492916107177734,19.971750259399414,17.015018463134766,15.166470527648926,13.586958885192871,24.599225997924805,26.03331184387207
2004-02-12,25.70771598815918,13.031410217285156,27.445024490356445,17.963407516479492,30.949649810791016,18.7369384765625,21.189117431640625,13.470357894897461,19.95713996887207,16.856069564819336,15.193426132202148,13.547110557556152,24.444894790649414,25.90399169921875
2004-02-13,25.454086303710938,12.991198539733887,27.280467987060547,17.861064910888672,30.533647537231445,18.58917999267578,21.138242721557617,13.443285942077637,19.862138748168945,16.75275993347168,15.099093437194824,13.530033111572266,24.336868286132812,25.64535903930664
2004-02-17,25.509361267089844,13.106809616088867,27.319656372070312,18.063264846801758,31.029878616333008,18.786190032958984,21.31991195678711,13.542539596557617,20.015592575073242,16.99911880493164,15.233848571777344,13.632493019104004,24.49119758605957,25.976728439331055
2004-02-18,25.688203811645508,12.918313980102539,27.33270835876465,17.738750457763672,31.175880432128906,18.708784103393555,21.09464454650879,13.470357894897461,19.913286209106445,16.919647216796875,15.213641166687012,13.67802619934082,24.383169174194336,25.823165893554688
2004-02-19,25.200462341308594,12.968583106994629,27.280467987060547,17.72376251220703,30.56283950805664,18.828397750854492,21.07284927368164,13.465848922729492,19.759830474853516,16.66533660888672,15.287752151489258,13.586958885192871,24.298295974731445,25.847412109375
