,DBA,DBB,DBC,DBE,DBO,DGL,GLD,GSG,IAU,SLV,UNG,USO
2008-02-13,36.72764587402344,23.409847259521484,32.284912109375,34.168174743652344,33.411949157714844,33.09720993041992,89.44000244140625,53.779998779296875,8.96399974822998,17.131999969482422,1312.6400146484375,74.11000061035156
2008-02-14,37.86355209350586,23.121427536010742,32.93605422973633,35.12237548828125,34.14595413208008,33.224056243896484,89.70999908447266,54.849998474121094,8.980999946594238,17.086999893188477,1365.43994140625,75.76000213623047
2008-02-15,38.03830337524414,23.304092407226562,32.780555725097656,35.02599334716797,34.29275894165039,33.009395599365234,89.1500015258789,55.0,8.925000190734863,16.95199966430664,1355.8399658203125,75.93000030517578
2008-02-19,38.90237045288086,24.313552856445312,33.8495979309082,36.28862762451172,35.54545974731445,33.92659378051758,91.58000183105469,56.54999923706055,9.168999671936035,17.378000259399414,1400.3199462890625,78.80999755859375
2008-02-20,39.02858352661133,24.092432022094727,34.02452850341797,36.192237854003906,35.692264556884766,34.50228500366211,93.23999786376953,56.650001525878906,9.338000297546387,17.700000762939453,1394.239990234375,79.31999969482422
2008-02-21,39.348968505859375,24.986526489257812,33.839874267578125,35.479000091552734,34.82124328613281,34.54131317138672,93.25,56.290000915527344,9.336999893188477,17.695999145507812,1384.9599609375,77.33000183105469
2008-02-22,39.75672912597656,24.717334747314453,34.306365966796875,36.12477111816406,35.408447265625,34.56082534790039,93.38999938964844,56.91999816894531,9.354000091552734,17.916000366210938,1445.760009765625,78.5999984741211
2008-02-25,40.97030258178711,24.55389976501465,34.63679504394531,36.29826354980469,35.59439468383789,34.36567687988281,92.73999786376953,57.5099983215332,9.28600025177002,17.989999771118164,1436.800048828125,78.73999786376953
2008-02-26,41.727577209472656,25.169189453125,35.37540054321289,36.876564025878906,36.210960388183594,34.570587158203125,93.70999908447266,58.97999954223633,9.388999938964844,18.600000381469727,1435.52001953125,80.0999984741211
2008-02-27,41.22272491455078,26.09212303161621,35.326805114746094,36.31753921508789,35.66290283203125,35.08772659301758,94.77999877929688,57.970001220703125,9.494999885559082,19.132999420166016,1410.239990234375,78.91999816894531
2008-02-28,41.057682037353516,26.45745277404785,35.66695785522461,37.34885025024414,36.77859115600586,35.52681350708008,95.98999786376953,59.15999984741211,9.59000015258789,19.666000366210938,1472.3199462890625,81.4800033569336
2008-02-29,40.34895324707031,25.86138916015625,35.08384704589844,37.175357818603516,36.436058044433594,35.57559585571289,96.18000030517578,58.40999984741211,9.63599967956543,19.667999267578125,1458.56005859375,80.41999816894531
2008-03-03,41.31981658935547,26.553592681884766,35.59892654418945,37.3199348449707,36.72965621948242,35.96590042114258,97.23999786376953,59.189998626708984,9.739999771118164,20.163000106811523,1453.760009765625,81.31999969482422
2008-03-04,40.24216079711914,25.9190731048584,35.47258758544922,36.35609436035156,35.68247604370117,35.2048225402832,95.18000030517578,57.77000045776367,9.475000381469727,19.6200008392334,1459.52001953125,79.4000015258789
2008-03-05,40.475162506103516,26.822778701782227,36.250064849853516,37.71511459350586,37.36579895019531,36.102500915527344,97.72000122070312,59.5099983215332,9.793000221252441,20.621000289916992,1523.199951171875,83.30000305175781
2008-03-06,40.23244857788086,26.659343719482422,36.52219009399414,38.12956237792969,37.58110809326172,35.70244598388672,96.5,60.099998474121094,9.64900016784668,20.075000762939453,1523.199951171875,83.88999938964844
2008-03-07,38.60140609741211,26.111352920532227,36.15288162231445,38.17775344848633,37.84534454345703,35.57559585571289,96.08999633789062,59.5,9.628999710083008,20.040000915527344,1527.0400390625,83.7300033569336
2008-03-10,39.3004264831543,25.044208526611328,36.83317947387695,38.678955078125,38.44233703613281,35.507293701171875,95.87000274658203,60.54999923706055,9.611000061035156,19.475000381469727,1564.800048828125,85.62999725341797
2008-03-11,40.912052154541016,25.24610137939453,37.40657043457031,38.794612884521484,38.60871505737305,35.40972137451172,95.98999786376953,61.29999923706055,9.621000289916992,19.520000457763672,1561.5999755859375,86.33999633789062
2008-03-12,40.76642608642578,25.678726196289062,37.81475067138672,39.27653503417969,39.13719940185547,35.77074432373047,97.01000213623047,61.4900016784668,9.722000122070312,19.969999313354492,1564.47998046875,86.91999816894531
2008-03-13,41.26156234741211,25.60181427001953,37.85362243652344,39.478939056396484,39.11762619018555,36.248863220214844,98.33999633789062,62.0,9.85200023651123,20.4060001373291,1603.8399658203125,87.20999908447266
2008-03-14,39.999446868896484,25.4479923248291,37.805030822753906,39.27653503417969,39.04911804199219,36.33667755126953,98.70999908447266,61.68000030517578,9.914999961853027,20.42099952697754,1548.800048828125,86.51000213623047
2008-03-17,37.73733901977539,23.91938018798828,36.288944244384766,37.65727996826172,37.6202507019043,36.51231002807617,99.16999816894531,58.5,9.939000129699707,19.979999542236328,1439.6800537109375,83.30000305175781
2008-03-18,37.7664680480957,24.053977966308594,37.095577239990234,38.91991424560547,38.62828826904297,35.54632568359375,96.5,60.13999938964844,9.664999961853027,19.378999710083008,1478.4000244140625,85.80000305175781
2008-03-19,36.8926887512207,23.630964279174805,35.49202346801758,37.32957458496094,36.79816436767578,34.21931457519531,93.04000091552734,56.119998931884766,9.35200023651123,18.250999450683594,1403.199951171875,82.29000091552734
2008-03-20,34.99951171875,22.77532958984375,34.06340026855469,36.71271896362305,36.52413558959961,33.09720993041992,89.91000366210938,56.2599983215332,9.017000198364258,16.701000213623047,1418.8800048828125,81.30000305175781
2008-03-24,36.64997482299805,22.881078720092773,34.685386657714844,37.04042053222656,36.142452239990234,33.21430206298828,90.0999984741211,56.939998626708984,9.013999938964844,16.78700065612793,1457.9200439453125,80.26000213623047
2008-03-25,37.54316329956055,23.900156021118164,35.035255432128906,37.310298919677734,36.70029830932617,34.32664489746094,92.7300033569336,58.029998779296875,9.270999908447266,17.774999618530273,1471.6800537109375,81.47000122070312
2008-03-26,37.78588104248047,24.1405029296875,36.08485412597656,38.59220886230469,38.07044219970703,34.609615325927734,93.80000305175781,59.29999923706055,9.369000434875488,18.225000381469727,1495.6800537109375,84.80999755859375
2008-03-27,37.23249053955078,24.890384674072266,36.48331069946289,38.93918991088867,38.618499755859375,34.51203918457031,93.45999908447266,60.63999938964844,9.36299991607666,18.31999969482422,1495.3599853515625,85.7300033569336
2008-03-28,36.50434494018555,24.44814682006836,35.61836624145508,38.64039993286133,37.86491775512695,33.95586395263672,91.87999725341797,59.2599983215332,9.199999809265137,17.75,1519.6800537109375,84.37000274658203
2008-03-31,35.38785934448242,24.23663902282715,34.76313400268555,37.54161834716797,36.641578674316406,33.516780853271484,90.41000366210938,57.86000061035156,9.067000389099121,17.041000366210938,1552.0,81.36000061035156
2008-04-01,35.63057327270508,24.150115966796875,34.568763732910156,37.33921432495117,36.259891510009766,32.1312255859375,86.86000061035156,56.880001068115234,8.704999923706055,16.600000381469727,1487.3599853515625,81.05999755859375
2008-04-02,36.83443832397461,24.582740783691406,35.59892654418945,38.505462646484375,37.483238220214844,32.853275299072266,89.2699966430664,58.4900016784668,8.916999816894531,17.246000289916992,1519.3599853515625,83.77999877929688
2008-04-03,37.0965690612793,24.390464782714844,35.79330062866211,38.148841857910156,37.502811431884766,33.048423767089844,89.41999816894531,58.459999084472656,8.954999923706055,17.229999542236328,1453.43994140625,83.6500015258789
2008-04-04,37.30044937133789,24.928842544555664,36.04597854614258,38.794612884521484,38.1291618347168,33.26308822631836,90.25,59.66999816894531,9.032999992370605,17.614999771118164,1441.280029296875,84.87999725341797
2008-04-07,37.271324157714844,25.024982452392578,36.434722900390625,39.77772903442383,39.34272003173828,33.62411117553711,91.16999816894531,60.59000015258789,9.125,17.950000762939453,1496.0,86.93000030517578
2008-04-08,36.8926887512207,24.563512802124023,36.58049392700195,39.50785827636719,39.29378890991211,33.31187438964844,90.3499984741211,60.279998779296875,9.055000305175781,17.506999969482422,1501.760009765625,87.19000244140625
2008-04-09,37.84413146972656,25.332626342773438,37.19276428222656,40.625911712646484,40.14522933959961,34.121742248535156,92.29000091552734,61.650001525878906,9.218999862670898,18.014999389648438,1560.9599609375,88.9000015258789
2008-04-10,38.02859878540039,24.986526489257812,37.02754592895508,40.37531280517578,39.68525695800781,33.91683578491211,91.7699966430664,61.40999984741211,9.185999870300293,17.812000274658203,1550.4000244140625,88.18000030517578
