Date,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2010-01-04,27.4,46.58,7.77,23.23,19.84,20.51,21.76,26.82,26.05
2010-01-05,27.49,46.96,7.91,23.31,19.81,20.51,21.5,26.56,26.15
2010-01-06,27.96,47.52,7.92,23.36,19.59,20.5,21.62,26.83,26.18
2010-01-07,27.74,47.45,8.09,23.61,19.51,20.5,21.53,26.92,26.4
2010-01-08,28.13,47.76,8.05,23.99,19.64,20.43,21.51,26.97,26.39
2010-01-11,27.97,47.7,8.05,24.25,19.57,20.48,21.73,27.12,26.34
2010-01-12,27.44,47.01,7.93,24.05,19.35,20.6,21.64,26.92,26.0
2010-01-13,27.76,47.18,8.02,24.15,19.54,20.75,21.88,27.28,26.3
2010-01-14,27.43,47.32,8.06,24.15,19.59,20.68,21.78,27.53,26.3
2010-01-15,27.22,46.94,7.9,23.84,19.32,20.58,21.64,27.34,26.04
2010-01-19,27.66,47.36,8.0,24.1,19.65,20.71,21.89,28.0,26.38
2010-01-20,27.17,46.63,7.98,23.73,19.34,20.55,21.66,27.76,26.03
2010-01-21,25.99,45.68,7.75,23.18,19.13,20.26,21.34,27.16,25.7
2010-01-22,25.48,44.59,7.5,22.83,18.47,20.21,20.88,26.86,25.2
2010-01-25,25.7,44.88,7.54,22.98,18.62,20.25,21.02,26.86,25.33
2010-01-26,25.34,44.6,7.41,22.88,18.57,20.23,21.1,26.71,25.37
2010-01-27,25.12,44.42,7.59,22.95,18.72,20.28,20.96,26.9,25.41
2010-01-28,24.67,43.96,7.55,22.68,18.18,20.22,20.8,26.73,25.26
2010-01-29,24.28,43.17,7.5,22.45,17.87,20.15,20.67,26.54,25.11
2010-02-01,25.24,44.59,7.62,22.79,18.07,20.3,20.81,26.69,25.43
2010-02-02,25.32,45.18,7.7,23.23,18.25,20.59,20.97,27.25,25.78
2010-02-03,25.03,44.79,7.61,23.09,18.3,20.45,20.83,26.88,25.8
2010-02-04,24.1,42.95,7.28,22.41,17.78,20.03,20.28,26.2,25.05
2010-02-05,24.55,42.96,7.37,22.31,17.96,19.98,20.25,26.16,24.99
2010-02-08,24.16,42.56,7.22,22.06,17.89,19.95,20.01,26.03,24.83
2010-02-09,24.74,43.46,7.29,22.49,18.04,20.19,20.22,26.24,25.21
2010-02-10,24.57,43.28,7.35,22.45,17.99,20.17,20.13,26.07,25.11
2010-02-11,24.99,44.01,7.37,22.79,18.18,20.33,20.25,26.25,25.4
2010-02-12,24.95,44.03,7.37,22.61,18.21,20.33,20.17,26.19,25.4
2010-02-16,25.57,45.07,7.53,23.14,18.48,20.54,20.52,26.42,25.81
2010-02-17,25.59,45.0,7.55,23.34,18.53,20.68,20.43,26.63,26.02
2010-02-18,25.86,45.26,7.6,23.55,18.65,20.81,20.55,26.75,26.18
2010-02-19,26.01,45.43,7.64,23.67,18.6,20.85,20.83,26.75,26.24
2010-02-22,25.9,44.81,7.74,23.69,18.57,20.85,20.72,26.68,26.24
2010-02-23,25.49,44.06,7.6,23.38,18.34,20.74,20.58,26.42,26.08
2010-02-24,25.42,44.34,7.73,23.62,18.52,20.87,20.6,26.62,26.42
2010-02-25,25.36,44.36,7.71,23.56,18.47,20.88,20.56,26.63,26.46
2010-02-26,25.37,44.46,7.76,23.65,18.49,20.78,20.4,26.64,26.5
2010-03-01,25.76,44.88,7.78,23.96,18.73,20.93,20.69,26.9,26.92
2010-03-02,25.98,45.25,7.81,24.0,18.7,21.01,20.76,26.99,26.78
2010-03-03,26.2,45.45,7.81,24.04,18.71,21.01,20.72,26.88,26.86
2010-03-04,26.38,45.21,7.89,24.15,18.79,21.08,20.76,26.8,27.1
2010-03-05,26.72,46.06,8.05,24.52,19.02,21.21,20.97,27.17,27.61
2010-03-08,26.72,45.99,8.06,24.41,19.12,21.14,20.97,27.01,27.68
2010-03-09,26.55,45.99,8.09,24.6,19.21,21.11,20.95,26.99,27.63
2010-03-10,26.56,46.39,8.18,24.65,19.34,21.08,20.95,27.01,27.69
2010-03-11,26.71,46.31,8.25,24.74,19.41,21.11,21.02,27.22,27.89
2010-03-12,26.81,46.33,8.21,24.91,19.4,21.13,20.89,27.02,27.97
2010-03-15,26.81,45.86,8.21,24.91,19.38,21.29,20.97,27.19,27.94
2010-03-16,27.2,46.27,8.31,25.24,19.52,21.39,21.21,27.27,28.15
2010-03-17,27.35,46.78,8.42,25.28,19.58,21.48,21.28,27.28,28.29
2010-03-18,27.16,46.08,8.37,25.46,19.61,21.51,21.18,27.47,28.28
2010-03-19,26.86,45.53,8.31,25.35,19.49,21.44,21.16,27.46,28.19
2010-03-22,27.26,45.41,8.36,25.43,19.64,21.55,21.02,27.63,28.49
2010-03-23,27.61,45.58,8.42,25.72,19.82,21.72,21.1,27.77,28.6
2010-03-24,27.53,45.32,8.43,25.54,19.73,21.57,20.88,27.47,28.49
2010-03-25,26.99,44.56,8.47,25.52,19.77,21.54,20.75,27.36,28.65
2010-03-26,27.19,44.57,8.48,25.58,19.67,21.55,20.8,27.16,28.77
2010-03-29,27.48,45.44,8.49,25.82,19.73,21.65,21.05,27.45,28.81
2010-03-30,27.52,45.51,8.43,25.86,19.82,21.69,21.0,27.45,28.78
2010-03-31,27.38,45.72,8.45,25.71,19.76,21.57,20.95,27.35,28.57
2010-04-01,27.86,46.53,8.52,25.87,19.72,21.71,21.24,27.51,28.77
2010-04-05,28.2,47.35,8.6,26.06,19.95,21.71,21.36,27.43,29.12
2010-04-06,28.24,47.35,8.69,26.07,19.97,21.64,21.54,27.41,29.17
2010-04-07,28.07,46.89,8.66,25.92,19.89,21.5,21.33,27.29,29.06
2010-04-08,28.13,47.05,8.73,26.0,19.93,21.54,21.2,27.19,29.34
2010-04-09,28.18,47.55,8.76,26.15,20.08,21.65,21.36,27.31,29.56
2010-04-12,28.09,47.66,8.8,26.21,20.12,21.72,21.41,27.23,29.56
2010-04-13,27.99,47.5,8.81,26.25,20.18,21.65,21.3,27.26,29.71
2010-04-14,28.2,47.95,9.03,26.59,20.47,21.68,21.32,27.17,30.17
2010-04-15,28.2,47.94,9.0,26.84,20.57,21.64,21.32,27.09,30.31
2010-04-16,27.71,47.13,8.67,26.41,20.3,21.55,21.07,26.93,29.91
2010-04-19,27.72,47.2,8.75,26.36,20.34,21.64,21.09,27.15,29.96
2010-04-20,27.81,48.12,8.87,26.66,20.45,21.7,21.36,27.21,30.32
2010-04-21,27.74,48.07,8.82,26.84,20.49,21.7,21.38,26.73,30.46
2010-04-22,28.01,48.19,8.86,27.09,20.54,21.7,21.45,26.43,31.01
2010-04-23,28.26,49.35,8.89,27.26,20.59,21.64,21.62,26.69,31.04
2010-04-26,28.38,49.18,8.75,27.31,20.57,21.6,21.54,26.41,31.28
2010-04-27,27.35,47.67,8.46,26.65,20.17,21.22,21.17,26.1,30.38
2010-04-28,27.68,48.16,8.58,26.84,20.23,21.39,21.39,26.27,30.27
2010-04-29,27.93,48.21,8.77,27.45,20.43,21.46,21.41,26.63,30.94
2010-04-30,27.44,47.62,8.56,26.8,20.0,21.34,21.5,26.29,30.3
2010-05-03,27.42,48.16,8.73,27.34,20.28,21.46,21.77,26.42,30.91
2010-05-04,26.47,46.87,8.49,26.47,19.7,21.24,21.4,26.26,30.0
2010-05-05,26.27,46.13,8.44,26.14,19.61,21.32,21.25,26.35,29.57
2010-05-06,25.41,44.56,8.08,25.27,19.02,20.79,20.67,25.64,28.52
2010-05-07,25.13,43.71,7.99,24.71,18.6,20.65,20.55,25.3,28.0
2010-05-10,26.32,45.57,8.44,26.13,19.46,21.25,21.19,25.98,29.46
2010-05-11,25.99,45.27,8.41,26.05,19.33,21.24,21.23,25.93,29.45
2010-05-12,26.53,45.9,8.5,26.63,19.83,21.39,21.41,26.14,29.88
2010-05-13,26.14,45.61,8.35,26.22,19.54,21.26,21.32,25.86,29.21
2010-05-14,25.5,44.7,8.13,25.67,19.17,21.06,21.14,25.51,28.72
2010-05-17,25.5,44.24,8.14,25.6,19.26,21.28,21.16,25.51,28.94
2010-05-18,25.06,43.9,7.9,25.28,18.97,21.16,20.96,25.31,28.4
2010-05-19,25.06,43.4,7.92,24.96,18.82,21.1,20.74,25.25,28.23
2010-05-20,23.93,41.46,7.55,23.87,18.23,20.48,20.12,24.46,27.13
2010-05-21,24.52,42.18,7.81,24.21,18.36,20.56,20.21,24.52,27.61
2010-05-24,24.1,41.22,7.59,23.85,18.28,20.41,20.02,24.46,27.42
2010-05-25,24.5,41.31,7.66,23.83,18.23,20.17,19.92,24.36,27.7
2010-05-26,24.31,41.23,7.61,23.88,18.05,20.04,19.91,24.2,27.61
2010-05-27,25.27,42.97,7.95,24.69,18.66,20.45,20.29,24.7,28.6
2010-05-28,24.82,42.16,7.78,24.36,18.51,20.35,20.31,24.58,28.17
2010-06-01,24.02,40.16,7.61,23.82,18.33,20.3,19.84,24.31,27.74
2010-06-02,24.77,41.9,7.85,24.43,18.74,20.65,20.26,24.83,28.43
2010-06-03,24.47,42.47,7.81,24.55,18.93,20.68,20.47,24.98,28.53
2010-06-04,23.5,40.97,7.5,23.4,18.32,20.13,19.86,24.25,27.43
2010-06-07,23.08,40.61,7.35,22.8,18.05,19.98,19.98,24.21,26.9
2010-06-08,23.6,41.29,7.5,23.03,18.09,20.3,20.24,24.27,27.13
2010-06-09,23.64,40.86,7.42,23.03,17.99,20.26,20.13,24.16,27.16
2010-06-10,24.48,42.91,7.67,23.92,18.43,20.61,20.62,24.62,28.09
2010-06-11,24.76,43.17,7.69,24.0,18.59,20.44,20.64,24.82,28.06
2010-06-14,24.52,42.95,7.66,23.98,18.56,20.56,20.76,24.87,28.14
2010-06-15,25.12,44.21,7.84,24.7,19.05,20.76,21.16,25.29,28.81
2010-06-16,25.09,44.18,7.84,24.64,19.1,20.62,21.29,25.39,28.61
2010-06-17,24.95,44.13,7.83,24.71,19.17,20.81,21.45,25.42,28.43
2010-06-18,25.09,44.4,7.87,24.81,19.17,20.73,21.47,25.28,28.34
2010-06-21,25.25,44.3,7.86,24.85,19.03,20.68,21.32,25.24,28.12
2010-06-22,24.62,43.01,7.74,24.25,18.87,20.45,20.79,24.99,27.49
2010-06-23,24.67,42.68,7.7,24.16,18.83,20.59,20.61,24.89,27.47
2010-06-24,24.05,41.79,7.57,23.73,18.45,20.34,20.49,24.71,26.82
2010-06-25,24.4,41.91,7.77,23.92,18.44,20.13,20.58,24.82,26.89
2010-06-28,24.13,41.34,7.7,23.75,18.47,20.3,20.72,24.78,26.69
2010-06-29,23.24,39.98,7.42,22.83,17.78,19.97,20.3,24.33,25.74
2010-06-30,23.0,39.67,7.33,22.68,17.51,19.83,20.17,24.13,25.43
2010-07-01,22.87,39.52,7.26,22.62,17.44,19.87,20.08,23.92,25.64
2010-07-02,22.74,39.43,7.18,22.34,17.41,19.79,20.1,23.98,25.35
2010-07-06,22.77,39.81,7.22,22.38,17.59,19.91,20.33,24.1,25.35
2010-07-07,23.67,41.21,7.54,23.16,18.15,20.29,20.96,24.57,26.06
2010-07-08,24.06,41.8,7.6,23.45,18.26,20.59,21.13,24.78,26.29
2010-07-09,24.64,42.01,7.7,23.68,18.36,20.59,21.27,24.84,26.54
2010-07-12,24.32,41.9,7.71,23.56,18.44,20.66,21.34,24.8,26.58
2010-07-13,24.97,42.4,7.91,23.97,18.71,20.85,21.41,24.99,27.24
2010-07-14,24.89,42.36,7.85,24.02,18.82,20.86,21.42,24.99,27.07
2010-07-15,24.87,42.31,7.83,24.02,18.88,20.92,21.56,25.06,27.16
2010-07-16,24.19,41.3,7.5,23.21,18.34,20.62,21.19,24.54,26.2
2010-07-19,24.21,41.57,7.5,23.35,18.52,20.66,21.52,24.65,26.46
2010-07-20,24.94,42.52,7.58,23.71,18.64,20.91,21.71,24.58,26.83
2010-07-21,24.86,41.82,7.45,23.65,18.42,20.69,21.38,24.18,26.35
2010-07-22,25.39,42.75,7.67,24.38,18.92,20.92,21.72,24.33,27.15
2010-07-23,25.95,42.94,7.73,24.87,19.05,21.11,21.75,24.33,27.54
2010-07-26,26.11,43.31,7.84,25.27,19.17,21.22,21.91,24.68,27.95
2010-07-27,25.9,43.11,7.86,25.1,19.22,21.3,22.23,24.7,27.59
2010-07-28,25.82,43.01,7.79,25.03,19.06,21.18,22.13,24.37,27.4
2010-07-29,25.79,43.08,7.82,24.95,18.89,20.93,21.78,24.35,27.26
2010-07-30,25.95,42.99,7.81,25.05,18.81,20.98,21.68,24.45,27.44
2010-08-02,26.65,44.49,8.01,25.55,19.21,21.22,22.13,24.91,28.03
2010-08-03,26.16,44.47,7.92,25.41,19.11,21.04,22.02,25.11,27.6
2010-08-04,26.41,44.82,7.95,25.64,19.26,21.11,22.11,25.36,28.06
2010-08-05,26.46,44.96,7.92,25.65,19.17,21.02,22.08,25.37,28.15
2010-08-06,26.34,44.42,7.85,25.51,19.12,21.07,22.12,25.42,27.96
2010-08-09,26.5,44.61,7.89,25.64,19.25,21.18,22.2,25.49,28.23
2010-08-10,26.22,44.24,7.82,25.47,19.05,21.22,22.33,25.55,27.99
2010-08-11,25.34,42.92,7.54,24.52,18.6,20.87,21.88,24.89,27.25
2010-08-12,25.5,42.67,7.49,24.35,18.34,20.85,21.83,24.99,27.15
2010-08-13,25.38,42.6,7.47,24.31,18.26,20.84,21.91,24.9,26.84
2010-08-16,25.49,42.59,7.45,24.26,18.29,20.82,21.91,24.77,26.83
2010-08-17,26.09,43.3,7.51,24.69,18.49,21.02,22.13,25.11,27.27
2010-08-18,26.19,42.88,7.54,24.78,18.59,21.04,22.0,25.08,27.52
2010-08-19,25.59,42.19,7.36,24.25,18.37,20.79,21.69,24.62,26.99
2010-08-20,25.53,41.67,7.34,24.12,18.32,20.79,21.75,24.53,26.97
2010-08-23,25.25,41.69,7.29,23.86,18.16,20.83,21.89,24.64,26.73
2010-08-24,24.66,41.04,7.17,23.37,17.91,20.73,21.93,24.11,26.27
2010-08-25,24.74,40.91,7.19,23.33,18.02,20.78,21.91,24.35,26.54
2010-08-26,24.7,40.54,7.14,23.3,17.84,20.62,21.81,24.2,26.36
2010-08-27,25.44,41.6,7.29,23.77,18.06,20.76,22.23,24.45,26.79
2010-08-30,25.06,40.99,7.14,23.4,17.82,20.58,21.89,24.14,26.32
2010-08-31,25.17,40.88,7.2,23.31,17.76,20.59,21.99,24.04,26.35
2010-09-01,25.92,42.4,7.48,24.24,18.21,20.96,22.47,24.6,27.26
2010-09-02,26.23,42.76,7.55,24.54,18.38,21.09,22.47,24.73,27.77
2010-09-03,26.54,43.27,7.71,24.92,18.65,21.22,22.57,24.96,28.18
2010-09-07,26.28,42.63,7.53,24.69,18.5,21.14,22.45,24.81,27.72
2010-09-08,26.48,43.0,7.61,24.94,18.6,21.23,22.35,24.95,27.92
2010-09-09,26.39,43.08,7.7,24.92,18.65,21.3,22.57,25.22,27.95
2010-09-10,26.61,43.53,7.71,25.14,18.66,21.4,22.44,25.47,28.19
2010-09-13,27.04,43.88,7.88,25.39,18.99,21.43,22.52,25.53,28.53
2010-09-14,26.99,43.73,7.81,25.31,19.07,21.46,22.49,25.62,28.55
2010-09-15,26.94,43.64,7.84,25.31,19.19,21.61,22.36,25.86,28.61
2010-09-16,27.07,43.44,7.82,25.28,19.3,21.64,22.28,25.76,28.61
2010-09-17,27.08,43.22,7.77,25.52,19.41,21.58,22.24,25.75,28.68
2010-09-20,27.25,43.95,7.92,25.9,19.69,21.81,22.54,26.09,29.23
2010-09-21,27.13,43.99,7.85,25.95,19.66,21.77,22.42,26.11,29.11
2010-09-22,27.19,43.67,7.72,25.82,19.56,21.81,22.58,26.15,28.92
2010-09-23,26.94,43.39,7.57,25.43,19.54,21.67,22.32,26.02,28.77
2010-09-24,27.6,44.33,7.77,26.13,19.92,21.96,22.68,26.37,29.51
2010-09-27,27.44,44.16,7.69,25.97,19.92,21.84,22.73,26.17,29.32
2010-09-28,27.44,44.48,7.71,26.11,19.95,21.98,22.74,26.39,29.55
2010-09-29,27.23,44.95,7.65,26.1,19.91,21.92,22.7,26.29,29.34
2010-09-30,27.12,44.97,7.64,26.0,19.83,21.84,22.63,26.22,29.26
2010-10-01,27.47,45.57,7.72,26.02,19.84,21.88,22.75,26.22,29.29
2010-10-04,27.04,45.0,7.66,25.75,19.67,21.81,22.71,25.97,29.23
2010-10-05,27.8,46.06,7.84,26.44,20.06,22.02,22.96,26.45,29.84
2010-10-06,28.06,46.47,7.83,26.6,19.97,22.11,22.85,26.34,29.64
2010-10-07,27.78,46.23,7.8,26.54,19.97,22.03,22.89,26.4,29.78
2010-10-08,28.33,46.81,7.82,26.76,20.08,22.08,22.97,26.46,30.09
2010-10-11,28.28,46.94,7.81,26.69,20.11,22.1,22.97,26.48,30.1
2010-10-12,28.35,46.87,7.9,26.67,20.23,22.16,22.88,26.54,30.17
2010-10-13,28.81,47.44,7.91,27.11,20.4,22.35,22.97,26.73,30.21
2010-10-14,28.53,47.36,7.77,26.96,20.41,22.35,22.93,26.68,30.18
2010-10-15,28.62,47.49,7.64,26.79,20.75,22.41,23.0,26.79,30.4
2010-10-18,28.74,47.62,7.81,26.77,20.89,22.49,23.0,27.04,30.44
2010-10-19,28.0,46.67,7.7,26.42,20.52,22.21,23.04,26.53,29.89
2010-10-20,28.58,47.28,7.77,26.79,20.69,22.41,23.23,26.78,30.27
2010-10-21,28.57,47.25,7.77,27.01,20.71,22.49,23.13,26.85,30.45
2010-10-22,28.37,47.56,7.77,27.0,20.77,22.57,22.98,26.86,30.61
2010-10-25,28.98,47.69,7.74,27.09,20.83,22.62,22.93,27.01,30.81
2010-10-26,28.81,47.79,7.75,26.96,20.88,22.5,22.87,26.93,30.94
2010-10-27,28.54,47.59,7.76,26.76,20.94,22.38,22.78,26.77,30.75
2010-10-28,28.56,47.48,7.76,26.71,20.94,22.46,22.84,26.92,30.89
2010-10-29,28.79,47.52,7.75,26.75,20.97,22.53,22.87,26.81,30.88
2010-11-01,28.77,47.57,7.75,26.75,20.99,22.44,22.65,26.81,30.82
2010-11-02,29.07,48.09,7.77,27.01,21.2,22.57,22.91,27.07,31.17
2010-11-03,28.99,48.2,7.84,27.05,21.32,22.64,22.87,27.08,31.32
2010-11-04,29.94,49.73,8.1,27.62,21.64,22.92,23.12,27.21,31.81
2010-11-05,30.05,49.98,8.29,27.79,21.62,22.8,23.11,27.05,31.97
2010-11-08,30.12,50.13,8.23,27.67,21.64,22.76,22.98,26.98,31.92
2010-11-09,29.59,50.03,8.07,27.42,21.58,22.64,22.9,26.87,31.63
2010-11-10,29.74,50.68,8.16,27.41,21.6,22.57,22.8,26.86,31.91
2010-11-11,30.05,51.24,8.08,27.25,21.27,22.6,22.78,26.94,31.87
2010-11-12,29.38,50.48,7.95,26.94,20.97,22.49,22.6,26.6,31.53
2010-11-15,29.15,50.23,7.99,27.02,20.91,22.5,22.68,26.61,31.47
2010-11-16,28.52,49.29,7.85,26.59,20.53,22.24,22.41,26.22,31.04
2010-11-17,28.51,49.49,7.8,26.61,20.54,22.25,22.4,26.27,31.32
2010-11-18,29.05,50.58,7.91,27.15,20.88,22.55,22.53,26.64,31.59
2010-11-19,29.28,51.01,7.91,27.23,20.94,22.57,22.45,26.66,31.74
2010-11-22,29.35,50.84,7.79,27.17,21.06,22.57,22.51,26.67,31.88
2010-11-23,28.79,49.85,7.67,26.8,20.75,22.3,22.27,26.28,31.41
2010-11-24,29.34,50.75,7.78,27.4,21.1,22.47,22.4,26.53,32.06
2010-11-26,28.85,50.14,7.67,27.18,20.89,22.32,22.25,26.3,31.8
2010-11-29,29.1,50.48,7.74,27.17,20.84,22.28,22.21,26.27,31.73
2010-11-30,29.11,50.3,7.69,27.11,20.63,22.18,22.18,26.03,31.66
2010-12-01,29.91,51.79,7.85,27.8,21.07,22.54,22.44,26.53,32.33
2010-12-02,30.36,52.56,8.05,28.24,21.32,22.56,22.5,26.74,32.75
2010-12-03,30.62,52.79,8.08,28.29,21.37,22.57,22.55,26.74,32.77
2010-12-06,30.67,52.97,8.07,28.28,21.37,22.51,22.49,26.57,32.8
2010-12-07,30.71,52.77,8.08,28.35,21.4,22.64,22.34,26.58,32.82
2010-12-08,30.39,52.52,8.21,28.25,21.58,22.72,22.26,26.61,32.73
2010-12-09,30.55,52.64,8.31,28.34,21.6,22.78,22.35,26.65,32.78
2010-12-10,30.82,52.86,8.39,28.59,21.7,22.82,22.44,26.91,32.89
2010-12-13,30.98,53.31,8.38,28.61,21.66,22.82,22.55,26.95,32.73
2010-12-14,30.96,53.06,8.31,28.74,21.69,22.93,22.6,27.23,32.73
2010-12-15,30.79,52.77,8.24,28.63,21.6,22.96,22.41,27.14,32.62
2010-12-16,31.08,53.07,8.25,28.94,21.64,23.16,22.61,27.33,32.86
2010-12-17,31.33,53.09,8.29,28.86,21.68,23.2,22.73,27.38,32.91
2010-12-20,31.43,53.43,8.3,28.85,21.7,23.17,22.76,27.37,33.1
2010-12-21,31.74,53.97,8.44,29.08,21.83,23.12,22.77,27.3,33.24
2010-12-22,31.73,54.16,8.54,29.15,21.8,23.22,22.87,27.38,33.29
2010-12-23,31.81,54.31,8.48,29.09,21.79,23.23,22.88,27.36,33.15
2010-12-27,31.86,54.12,8.55,29.14,21.84,23.12,22.9,27.31,33.05
2010-12-28,31.93,54.32,8.55,29.12,21.81,23.18,22.98,27.33,32.98
2010-12-29,32.06,54.86,8.53,29.15,21.85,23.19,22.9,27.34,33.09
2010-12-30,32.06,54.91,8.51,29.1,21.8,23.15,22.86,27.24,33.02
2010-12-31,32.03,54.99,8.52,29.13,21.78,23.16,22.87,27.23,32.95
2011-01-03,32.29,55.4,8.7,29.34,22.02,23.19,22.98,27.48,33.34
2011-01-04,32.08,54.92,8.69,29.3,22.1,23.13,23.09,27.57,33.16
2011-01-05,32.15,55.14,8.8,29.45,22.23,23.13,22.94,27.63,33.43
2011-01-06,31.98,54.62,8.74,29.4,22.36,23.06,22.96,27.74,33.23
2011-01-07,31.95,55.01,8.66,29.46,22.26,22.94,23.04,27.73,33.21
2011-01-10,31.99,54.79,8.64,29.5,22.28,22.95,22.92,27.65,33.18
2011-01-11,32.25,55.7,8.67,29.61,22.24,22.94,22.96,27.79,33.17
2011-01-12,32.57,56.47,8.82,29.85,22.44,23.13,23.07,27.93,33.25
2011-01-13,32.28,56.31,8.79,29.88,22.42,23.17,23.05,27.79,33.2
2011-01-14,32.36,56.92,8.93,30.0,22.62,23.17,23.16,27.82,33.4
2011-01-18,32.53,57.27,8.88,30.22,22.65,23.19,23.22,27.92,33.5
2011-01-19,31.78,56.58,8.68,29.9,22.49,23.14,23.16,27.73,33.16
2011-01-20,31.33,56.18,8.72,29.75,22.36,23.26,23.33,27.8,33.24
2011-01-21,31.26,56.48,8.79,29.99,22.23,23.3,23.31,27.83,33.31
2011-01-24,31.59,56.69,8.78,30.28,22.55,23.34,23.44,27.79,33.45
2011-01-25,31.63,56.53,8.76,30.24,22.65,23.42,23.41,27.79,33.46
2011-01-26,32.3,57.88,8.76,30.42,22.78,23.36,23.32,27.76,33.52
2011-01-27,32.03,57.54,8.83,30.53,22.86,23.12,23.41,27.83,33.78
2011-01-28,31.53,57.29,8.68,29.93,22.33,22.9,23.09,27.33,32.68
2011-01-31,32.06,58.93,8.76,30.28,22.47,22.82,23.15,27.39,32.75
2011-02-01,32.92,59.89,8.94,30.7,22.85,22.98,23.38,27.88,33.14
2011-02-02,32.86,59.84,8.87,30.6,22.89,22.9,23.25,27.79,33.04
2011-02-03,33.0,59.88,8.88,30.62,22.93,23.02,23.35,27.82,33.43
2011-02-04,33.01,59.72,8.87,30.73,23.07,23.15,23.2,27.95,33.66
2011-02-07,33.19,60.07,9.0,31.02,23.19,23.18,23.36,27.91,33.83
2011-02-08,33.29,59.87,9.06,31.23,23.28,23.29,23.35,27.98,34.24
2011-02-09,32.99,59.11,9.0,31.22,23.24,23.33,23.35,27.92,34.47
2011-02-10,33.05,59.72,9.0,31.39,23.13,23.24,23.39,27.93,34.51
2011-02-11,33.24,59.71,9.12,31.62,23.25,23.37,23.35,27.99,34.86
2011-02-14,33.59,61.02,9.13,31.59,23.29,23.27,23.18,28.09,34.72
2011-02-15,33.21,60.38,9.12,31.47,23.2,23.26,23.25,28.03,34.77
2011-02-16,33.64,61.19,9.16,31.62,23.33,23.32,23.2,28.17,35.05
2011-02-17,33.94,61.79,9.15,31.7,23.38,23.48,23.25,28.3,35.06
2011-02-18,33.57,62.05,9.17,31.78,23.34,23.54,23.28,28.36,35.24
2011-02-22,32.49,61.45,8.89,30.86,22.77,23.38,23.18,27.93,34.4
2011-02-23,32.25,62.7,8.85,30.32,22.5,23.32,23.13,27.66,33.9
2011-02-24,32.08,61.81,8.83,30.49,22.58,23.23,23.04,27.76,34.1
2011-02-25,32.56,62.79,8.96,30.77,22.87,23.35,23.17,27.93,34.45
2011-02-28,32.91,63.28,9.0,30.92,22.96,23.48,23.43,28.24,34.72
2011-03-01,32.1,62.09,8.81,30.26,22.52,23.3,23.2,28.02,34.05
2011-03-02,32.22,62.45,8.75,30.41,22.66,23.24,23.23,28.11,34.19
2011-03-03,32.87,63.52,8.93,31.15,23.02,23.47,23.5,28.68,34.79
2011-03-04,32.57,63.12,8.82,30.78,22.84,23.37,23.36,28.64,34.54
2011-03-07,32.01,62.67,8.76,30.49,22.55,23.31,23.44,28.43,34.2
2011-03-08,32.38,62.16,8.96,30.97,22.74,23.51,23.71,28.58,34.47
2011-03-09,31.85,61.73,8.96,30.9,22.64,23.63,23.95,28.62,34.55
2011-03-10,31.16,59.48,8.77,30.28,22.22,23.47,23.68,28.17,34.15
2011-03-11,31.62,60.51,8.83,30.64,22.3,23.49,23.73,28.27,34.36
2011-03-14,31.5,60.84,8.75,30.38,22.2,23.32,23.42,28.13,33.94
2011-03-15,31.5,60.38,8.65,30.09,21.87,23.12,22.97,27.8,33.66
2011-03-16,30.87,59.42,8.49,29.53,21.34,22.79,22.61,27.32,33.09
2011-03-17,31.42,61.23,8.59,29.99,21.56,22.9,22.64,27.64,33.24
2011-03-18,31.57,60.94,8.71,30.18,21.6,23.08,22.75,27.76,33.21
2011-03-21,32.12,62.79,8.75,30.85,21.96,23.37,23.02,28.0,33.73
2011-03-22,32.04,62.66,8.71,30.6,21.93,23.34,23.06,27.98,33.46
2011-03-23,32.51,62.82,8.68,30.7,22.05,23.38,23.04,27.96,33.75
2011-03-24,32.65,63.05,8.73,31.02,22.4,23.59,23.14,28.29,34.25
2011-03-25,32.83,63.61,8.75,31.13,22.45,23.59,23.13,28.37,34.31
2011-03-28,32.68,63.46,8.72,31.11,22.4,23.58,23.05,28.36,33.96
2011-03-29,33.02,64.23,8.74,31.36,22.55,23.69,23.28,28.53,34.27
2011-03-30,33.36,64.68,8.81,31.48,22.65,23.82,23.54,28.74,34.64
2011-03-31,33.49,64.47,8.78,31.61,22.6,23.77,23.48,28.75,34.51
2011-04-01,33.61,64.66,8.85,31.87,22.56,23.89,23.67,28.9,34.73
2011-04-04,33.83,64.7,8.84,31.91,22.48,23.94,23.65,29.08,34.81
2011-04-05,34.23,64.9,8.83,31.79,22.45,23.96,23.56,28.95,34.93
2011-04-06,33.95,64.22,8.94,31.83,22.61,24.08,23.73,29.01,34.87
2011-04-07,33.88,64.22,8.89,31.68,22.62,24.11,23.63,28.95,34.73
2011-04-08,33.64,64.44,8.81,31.4,22.49,24.04,23.57,28.94,34.52
2011-04-11,33.26,63.17,8.81,31.37,22.46,24.16,23.26,29.1,34.53
2011-04-12,32.81,61.22,8.78,31.14,22.28,24.24,23.2,29.07,34.49
2011-04-13,32.62,61.47,8.72,31.05,22.41,24.26,23.26,29.04,34.6
2011-04-14,32.72,61.89,8.64,31.05,22.37,24.4,23.4,29.2,34.52
