Date,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2018-08-27,58.37,71.99,27.89,75.67,73.65,52.22,51.28,90.35,113.67
2018-08-28,58.15,71.68,27.86,75.51,73.78,52.05,51.18,90.39,113.9
2018-08-29,58.59,72.12,27.85,75.57,74.45,52.11,51.55,90.98,115.18
2018-08-30,57.89,71.92,27.63,75.05,74.22,51.94,51.57,90.91,114.52
2018-08-31,57.72,71.37,27.61,75.09,74.28,51.92,51.35,90.89,114.97
2018-09-04,57.32,71.21,27.74,75.04,74.0,51.86,51.58,90.17,115.19
2018-09-05,57.7,71.12,27.76,75.57,73.07,52.46,52.3,90.53,113.95
2018-09-06,57.82,69.8,27.63,75.81,72.54,52.6,52.6,90.53,113.64
2018-09-07,57.44,69.79,27.61,75.57,72.3,52.49,51.96,90.67,113.63
2018-09-10,57.5,69.77,27.58,75.96,72.52,52.68,52.21,90.43,114.05
2018-09-11,57.62,70.43,27.61,75.94,73.14,52.48,52.08,90.36,114.96
2018-09-12,57.65,70.79,27.35,76.18,72.84,53.09,52.03,90.81,115.18
2018-09-13,57.87,70.82,27.31,76.63,73.69,53.02,52.43,91.93,115.38
2018-09-14,57.86,71.19,27.51,77.01,73.63,52.87,52.15,91.63,114.94
2018-09-17,58.06,71.31,27.39,77.04,72.71,53.06,52.32,91.3,113.52
2018-09-18,58.12,71.78,27.53,77.74,73.17,52.84,52.22,91.82,114.96
2018-09-19,58.75,72.0,28.0,77.68,72.99,52.75,51.09,91.7,115.01
2018-09-20,59.38,72.02,28.24,77.79,73.85,53.41,51.2,92.59,115.8
2018-09-21,59.26,72.49,28.13,78.3,73.56,53.5,51.41,92.71,115.29
2018-09-24,58.42,73.56,27.82,76.96,73.92,52.68,50.96,92.9,114.54
2018-09-25,58.12,74.03,27.71,76.72,73.83,52.37,50.26,92.62,115.02
2018-09-26,57.54,73.31,27.38,76.67,73.56,52.43,49.77,92.82,115.29
2018-09-27,57.04,73.31,27.28,76.78,73.99,52.36,50.28,93.29,115.68
2018-09-28,56.68,73.11,26.99,76.73,74.27,52.44,51.02,93.58,115.58
2018-10-01,57.25,74.13,27.1,77.41,74.62,52.4,50.84,94.04,115.23
2018-10-02,57.49,74.2,27.1,77.58,74.63,52.7,51.53,93.93,113.67
2018-10-03,57.08,74.8,27.36,77.9,74.86,52.14,50.91,93.76,113.28
2018-10-04,56.82,74.49,27.54,77.65,73.51,52.01,51.18,92.84,111.51
2018-10-05,56.4,74.48,27.41,77.25,72.58,51.96,51.97,92.73,110.67
2018-10-08,56.37,74.42,27.59,77.44,71.76,52.68,52.4,92.69,110.96
2018-10-09,54.5,75.09,27.48,76.25,72.02,52.56,52.62,92.85,110.63
2018-10-10,53.07,72.74,26.63,73.79,68.53,51.93,52.33,90.66,106.91
2018-10-11,52.46,70.27,25.84,71.85,67.66,50.65,51.37,88.21,105.02
2018-10-12,52.6,70.47,25.87,72.33,69.83,50.93,51.31,89.57,106.96
2018-10-15,52.43,69.88,25.75,72.46,68.69,51.24,51.55,88.95,106.72
2018-10-16,53.27,70.46,26.18,73.69,70.76,51.82,52.08,91.39,108.86
2018-10-17,52.93,70.01,26.45,73.15,70.43,52.06,51.99,91.87,107.96
2018-10-18,52.33,69.67,26.01,71.89,69.05,51.99,52.06,90.83,105.89
2018-10-19,51.96,69.05,26.1,71.62,69.02,53.18,52.88,90.0,104.85
2018-10-22,51.55,68.29,25.55,71.38,69.6,52.78,52.54,89.26,105.28
2018-10-23,51.04,66.5,25.34,70.2,69.33,53.01,52.25,88.78,105.3
2018-10-24,49.42,63.87,24.7,67.82,66.22,53.23,53.52,85.85,102.15
2018-10-25,50.06,64.66,25.09,68.3,68.5,53.36,52.68,86.96,105.24
2018-10-26,49.76,64.17,24.72,67.63,67.13,52.34,51.71,85.98,101.97
2018-10-29,49.65,62.98,24.94,66.5,66.0,52.94,52.44,86.19,101.07
2018-10-30,50.78,64.43,25.37,67.87,66.74,53.99,52.65,87.12,102.59
2018-10-31,51.48,64.83,25.72,68.39,68.32,53.49,52.03,87.24,103.91
2018-11-01,52.93,65.38,25.84,69.6,69.12,53.87,51.79,88.34,106.03
2018-11-02,52.8,65.22,25.82,69.48,67.77,53.58,51.5,87.79,106.46
2018-11-05,52.95,66.31,26.23,69.84,67.7,54.26,52.23,88.56,106.61
2018-11-06,53.83,66.62,26.37,70.57,68.13,54.59,52.58,89.02,107.08
2018-11-07,54.79,67.71,26.71,71.72,70.13,54.9,53.18,91.63,109.98
2018-11-08,54.56,66.24,26.79,71.6,70.07,54.93,53.09,91.68,110.01
2018-11-09,53.8,66.12,26.54,70.88,68.86,55.25,53.17,91.42,108.48
2018-11-12,53.0,64.75,26.02,69.48,66.43,54.96,53.14,90.18,106.3
2018-11-13,52.85,63.27,26.16,69.79,66.51,54.83,53.36,89.55,106.25
2018-11-14,52.79,63.16,25.81,69.56,65.71,54.46,52.81,88.83,105.46
2018-11-15,53.51,64.09,26.19,70.48,67.36,54.37,52.37,89.62,105.3
2018-11-16,54.05,64.85,26.22,70.46,67.25,54.51,53.18,90.52,104.88
2018-11-19,53.28,64.83,26.21,69.34,64.69,54.42,53.41,89.37,102.32
2018-11-20,52.31,62.71,25.63,67.9,63.3,53.52,53.19,88.53,100.0
2018-11-21,52.73,63.69,25.65,68.38,63.76,53.09,52.4,88.03,101.05
2018-11-23,52.16,61.69,25.45,68.24,63.18,53.27,52.43,88.16,100.59
2018-11-26,52.76,62.62,25.97,68.74,64.61,53.34,52.74,89.02,102.85
2018-11-27,52.11,62.45,25.99,68.63,64.73,53.82,53.14,89.94,103.16
2018-11-28,52.92,63.52,26.49,70.27,67.0,54.27,53.1,92.1,106.2
2018-11-29,53.3,63.93,26.26,70.31,66.35,54.35,53.08,92.41,105.71
2018-11-30,53.43,63.82,26.4,70.99,66.98,54.7,53.87,94.29,106.48
2018-12-03,54.37,65.24,26.56,71.82,68.46,54.75,54.41,93.83,108.47
2018-12-04,52.76,63.36,25.41,68.76,65.87,53.83,54.45,91.74,104.57
2018-12-06,52.04,62.19,25.06,68.38,66.02,53.89,54.51,91.4,105.07
2018-12-07,50.79,61.85,24.58,66.58,63.69,53.21,54.71,89.06,101.93
2018-12-10,50.93,60.88,24.23,66.75,64.57,53.21,54.82,89.41,102.0
2018-12-11,50.76,60.9,24.0,66.36,64.65,53.64,55.04,89.68,102.04
2018-12-12,51.2,61.14,24.14,66.73,65.15,53.58,54.69,90.45,103.12
2018-12-13,50.61,61.34,23.96,66.54,65.26,53.91,55.16,90.54,102.61
2018-12-14,50.21,59.94,23.72,65.62,63.66,52.99,55.06,87.49,100.9
2018-12-17,49.35,58.84,23.49,64.55,62.31,51.77,53.28,85.75,98.34
2018-12-18,49.63,57.45,23.4,64.87,62.8,51.15,52.93,85.0,99.11
2018-12-19,48.95,56.78,23.11,63.64,61.56,50.66,52.84,83.89,97.14
2018-12-20,48.3,55.21,22.9,62.48,60.46,49.75,52.81,82.71,94.96
2018-12-21,47.86,54.67,22.44,61.3,58.62,49.24,52.58,81.68,92.81
2018-12-24,46.62,52.46,21.97,59.42,57.05,47.82,50.39,79.73,91.05
2018-12-26,48.71,55.72,22.97,62.19,60.5,49.15,51.07,83.21,96.45
2018-12-27,49.61,56.01,23.24,62.96,60.94,49.62,51.5,84.12,96.96
2018-12-28,49.34,55.59,23.23,62.8,60.8,49.62,51.63,84.22,96.97
2018-12-31,49.75,55.88,23.46,63.43,61.37,49.83,51.71,85.47,98.01
2019-01-02,50.01,56.98,23.66,63.75,61.41,49.53,50.83,84.17,98.75
2019-01-03,48.59,56.41,23.12,61.81,58.31,49.25,50.82,82.46,96.61
2019-01-04,50.5,58.33,23.89,64.16,60.9,50.3,51.57,84.92,99.81
2019-01-07,50.68,59.2,23.92,64.68,61.44,50.23,51.22,85.25,102.07
2019-01-08,51.21,59.66,23.94,65.56,61.96,50.69,51.85,85.91,103.2
2019-01-09,51.23,60.6,24.06,66.01,62.76,50.22,51.54,86.3,103.72
2019-01-10,51.68,60.78,24.07,66.9,63.04,50.51,52.21,86.47,103.42
2019-01-11,51.48,60.42,24.13,66.83,62.92,50.66,52.02,86.75,103.52
2019-01-14,51.08,60.27,24.3,66.82,62.33,50.42,50.84,85.79,102.89
2019-01-15,50.75,60.49,24.51,66.62,63.27,50.92,51.47,87.34,103.82
2019-01-16,50.95,60.41,25.04,66.69,63.33,50.64,51.66,87.18,103.58
2019-01-17,51.84,60.96,25.17,67.83,63.74,50.86,51.87,87.95,104.29
2019-01-18,52.7,62.2,25.61,69.12,64.71,51.47,51.93,88.99,105.73
2019-01-22,51.97,60.85,25.31,67.69,63.62,50.99,52.03,88.38,104.15
2019-01-23,51.61,60.22,25.34,67.79,63.84,51.6,52.55,88.48,104.35
2019-01-24,51.34,60.54,25.4,68.13,64.37,50.96,52.83,87.74,104.79
2019-01-25,52.31,61.31,25.61,69.0,65.28,50.76,52.11,87.85,105.95
2019-01-28,52.24,60.7,25.53,68.34,64.41,50.97,51.86,86.85,105.33
2019-01-29,52.78,60.89,25.44,69.29,63.72,51.09,52.01,87.28,104.65
2019-01-30,53.34,61.74,25.59,70.37,65.7,51.44,52.41,88.47,106.71
2019-01-31,52.54,62.14,25.55,70.68,65.63,52.39,53.51,89.58,107.68
2019-02-01,52.7,63.22,25.66,70.78,66.02,52.22,53.31,89.66,106.11
2019-02-04,52.61,63.37,25.76,71.7,67.08,52.55,53.4,89.4,106.8
2019-02-05,52.99,63.47,25.69,72.32,67.64,52.56,53.5,89.27,107.8
2019-02-06,52.68,63.0,25.67,72.34,67.87,52.57,53.47,89.68,107.35
2019-02-07,51.95,61.61,25.41,71.85,66.94,52.53,54.18,88.69,106.47
2019-02-08,51.9,61.32,25.28,71.96,67.32,52.78,54.41,88.86,106.05
2019-02-11,51.98,61.62,25.36,72.34,67.29,52.92,54.39,88.75,106.24
2019-02-12,53.14,62.4,25.73,73.46,68.18,53.33,54.52,89.96,107.87
2019-02-13,53.21,63.18,25.8,73.9,68.27,53.43,54.36,90.16,108.6
2019-02-14,52.93,63.4,25.49,73.55,68.39,52.83,54.27,90.37,108.21
2019-02-15,53.65,64.42,26.03,74.54,68.94,53.33,54.44,91.73,108.95
2019-02-19,53.99,64.62,26.07,74.51,68.96,53.6,54.76,91.51,109.39
2019-02-20,54.91,64.89,26.24,74.86,69.04,53.51,55.01,91.41,109.61
2019-02-21,54.7,63.89,26.1,74.56,69.07,53.66,55.41,90.61,109.39
2019-02-22,54.93,64.07,26.06,75.05,69.95,53.41,55.75,91.44,109.99
2019-02-25,55.29,64.18,26.17,75.34,70.28,53.11,55.39,91.56,109.62
2019-02-26,54.97,63.97,26.09,75.14,70.43,53.14,55.32,91.24,109.77
2019-02-27,54.88,64.22,26.19,75.43,70.36,53.06,55.39,90.81,109.69
2019-02-28,54.21,63.58,26.12,75.18,70.16,53.32,55.71,90.55,109.1
2019-03-01,54.15,64.74,26.29,75.24,70.64,53.22,55.83,91.83,109.98
2019-03-04,54.39,64.86,26.12,74.91,70.37,53.13,55.93,90.59,109.63
2019-03-05,54.14,64.65,26.02,74.43,70.16,53.09,55.86,90.54,109.91
2019-03-06,54.25,63.83,25.85,73.73,69.8,53.02,55.86,89.21,109.39
2019-03-07,53.81,63.45,25.59,73.28,69.13,52.67,56.04,88.51,108.07
2019-03-08,53.9,62.26,25.58,73.14,69.12,52.7,56.24,88.32,107.31
2019-03-11,54.67,63.23,25.84,73.76,70.61,53.39,56.64,89.33,108.79
2019-03-12,54.87,63.64,25.9,73.15,71.03,53.41,57.03,89.98,109.1
2019-03-13,55.14,64.29,26.08,73.79,71.49,53.71,57.09,90.95,109.48
2019-03-14,54.73,64.35,26.18,73.54,71.64,53.66,57.08,90.8,109.16
2019-03-15,54.8,64.33,26.36,73.28,72.51,53.97,57.29,91.22,109.86
2019-03-18,54.92,65.22,26.63,73.99,72.82,54.05,57.07,91.08,110.92
2019-03-19,54.85,65.05,26.42,73.73,72.96,54.01,56.42,91.81,111.47
2019-03-20,54.81,65.62,25.88,73.22,72.77,53.78,56.57,91.17,111.63
2019-03-21,55.39,66.08,25.8,73.93,74.59,54.41,57.17,91.53,113.16
2019-03-22,53.74,64.29,25.08,72.25,72.83,54.34,57.58,89.86,110.92
2019-03-25,53.64,64.32,24.97,72.42,72.52,54.45,57.63,89.81,111.57
2019-03-26,53.96,65.24,25.27,72.9,72.91,54.91,58.04,90.43,112.05
2019-03-27,53.9,64.78,25.16,72.98,72.5,54.73,57.64,89.67,111.82
2019-03-28,54.42,65.03,25.38,73.52,72.8,54.99,56.96,89.9,112.5
2019-03-29,54.89,64.93,25.45,74.31,73.51,55.36,57.27,90.98,113.08
2019-04-01,55.72,65.78,26.07,75.85,74.51,55.17,56.87,91.12,114.33
2019-04-02,55.9,65.33,26.05,75.82,74.77,54.72,56.95,90.91,114.31
2019-04-03,56.63,64.7,26.13,75.59,75.38,54.45,56.86,90.79,115.11
2019-04-04,57.21,65.24,26.29,76.05,75.06,54.66,56.67,90.61,116.04
2019-04-05,57.19,66.39,26.33,76.27,75.42,54.85,57.2,91.23,116.73
2019-04-08,57.21,66.69,26.36,75.95,75.71,55.07,56.79,91.21,117.15
2019-04-09,56.79,65.87,26.14,74.92,75.35,55.0,56.93,90.97,116.09
2019-04-10,56.76,66.12,26.22,74.9,75.87,55.16,56.75,91.0,116.65
2019-04-11,56.73,66.17,26.38,75.54,75.78,55.27,57.04,89.88,116.8
2019-04-12,57.49,66.34,26.87,76.54,76.3,55.45,57.31,89.06,117.52
2019-04-15,57.22,65.95,26.7,76.11,76.27,55.77,57.3,89.42,117.76
2019-04-16,57.48,66.38,27.07,76.58,76.66,55.78,56.59,87.58,118.28
2019-04-17,57.12,66.29,27.14,76.68,77.09,56.06,56.37,85.06,118.51
2019-04-18,57.19,65.98,27.06,77.56,77.31,56.11,56.4,85.2,118.47
2019-04-22,56.8,67.37,26.98,77.32,77.48,56.13,56.35,85.25,118.02
2019-04-23,57.06,67.27,27.15,78.0,78.33,55.95,56.51,86.6,119.43
2019-04-24,56.7,66.09,27.12,77.77,78.36,56.07,56.87,86.5,119.54
2019-04-25,55.98,65.88,27.17,76.2,78.34,55.71,57.11,87.39,118.91
2019-04-26,56.45,65.03,27.42,76.78,78.04,56.22,57.2,88.27,119.86
2019-04-29,56.34,64.97,27.7,76.96,78.06,56.29,56.86,88.11,119.44
2019-04-30,56.82,64.92,27.74,77.26,78.19,56.94,57.8,88.51,119.26
2019-05-01,55.79,63.62,27.51,76.76,77.99,56.24,57.21,88.35,117.81
2019-05-02,55.51,62.51,27.54,76.72,77.58,56.22,57.08,88.73,117.9
2019-05-03,56.05,63.09,27.79,77.65,78.32,56.64,57.39,89.41,119.29
2019-05-06,55.25,63.15,27.6,76.91,77.71,56.55,57.08,89.86,118.57
2019-05-07,54.28,62.6,27.14,75.35,76.04,55.99,56.9,88.14,116.77
2019-05-08,54.23,62.6,27.08,75.35,75.95,55.98,56.12,88.32,116.81
2019-05-09,53.81,62.6,27.02,75.24,75.44,55.86,56.06,88.14,116.33
2019-05-10,54.54,62.9,27.2,75.54,75.68,56.54,57.06,88.17,116.5
2019-05-13,53.31,61.82,26.41,73.39,72.83,56.01,57.67,86.51,113.03
2019-05-14,53.77,62.57,26.62,74.15,74.0,56.28,57.29,86.95,114.18
2019-05-15,53.63,62.9,26.52,74.25,74.8,56.72,57.19,87.2,114.95
2019-05-16,54.38,63.24,26.79,74.94,75.49,57.16,57.57,87.89,116.01
2019-05-17,54.05,62.6,26.61,74.1,74.88,56.98,57.87,87.7,115.13
2019-05-20,53.28,62.63,26.64,73.92,73.58,56.84,57.95,87.66,114.32
2019-05-21,54.1,63.36,26.91,74.79,74.48,56.72,58.05,88.48,115.11
2019-05-22,53.73,62.37,26.76,74.17,74.1,56.98,58.49,88.99,113.93
2019-05-23,52.91,60.28,26.38,73.04,72.8,56.96,58.99,88.68,112.52
2019-05-24,53.2,60.51,26.59,73.07,72.82,56.75,58.9,88.81,112.67
2019-05-28,52.67,59.88,26.28,72.4,72.61,55.82,57.94,87.54,111.92
2019-05-29,52.68,59.5,26.23,72.07,72.18,55.42,57.17,86.7,110.93
2019-05-30,52.77,58.74,26.14,72.35,72.63,55.65,57.08,87.17,111.65
2019-05-31,52.17,57.71,25.75,71.36,71.41,54.86,57.35,86.55,110.19
2019-06-03,53.82,58.45,25.92,71.85,70.16,55.56,57.92,86.76,109.27
2019-06-04,55.33,59.46,26.62,73.56,72.51,56.06,57.97,88.2,112.23
2019-06-05,55.73,58.8,26.79,74.27,73.45,56.7,59.21,88.86,112.79
2019-06-06,56.4,59.89,26.89,74.4,74.31,57.29,59.57,89.32,113.36
2019-06-07,56.9,60.17,26.85,74.99,75.69,57.84,59.13,90.25,115.0
2019-06-10,57.0,60.34,27.07,75.09,76.46,57.86,58.72,90.52,115.97
2019-06-11,56.96,60.46,27.08,74.45,76.46,58.05,58.37,90.37,116.42
2019-06-12,57.15,59.61,26.82,74.61,76.03,58.14,59.13,90.8,116.39
2019-06-13,57.49,60.3,26.91,74.98,76.26,58.27,59.25,90.69,117.43
2019-06-14,57.24,59.91,26.96,74.69,75.6,58.3,59.87,90.49,117.69
2019-06-17,56.71,60.41,26.72,74.43,75.66,58.13,59.7,90.89,117.74
2019-06-18,57.16,61.25,27.07,75.88,77.03,57.81,59.45,91.67,118.64
2019-06-19,56.84,61.18,27.02,75.82,77.31,58.05,59.9,92.49,118.85
2019-06-20,57.56,62.53,27.14,77.08,78.44,58.56,60.29,92.9,119.68
2019-06-21,57.38,62.98,27.08,76.67,78.07,58.37,60.52,93.34,119.12
2019-06-24,57.6,62.42,26.97,76.52,78.22,58.52,60.54,92.85,118.49
2019-06-25,57.63,61.92,26.88,75.95,76.78,58.49,60.17,92.48,117.35
2019-06-26,57.53,62.87,26.83,76.14,77.61,57.66,58.86,91.31,117.73
2019-06-27,57.72,62.41,27.07,76.21,77.81,57.77,58.94,91.95,118.47
2019-06-28,58.21,63.13,27.46,77.01,77.8,57.73,59.17,92.26,118.81
2019-07-01,58.66,63.19,27.79,77.08,79.03,58.08,59.02,92.71,119.85
2019-07-02,58.6,62.18,27.72,76.98,79.24,58.58,59.83,93.21,120.11
2019-07-03,58.89,62.43,27.94,77.41,79.85,59.31,60.24,94.01,121.16
2019-07-05,58.63,62.52,28.02,77.1,79.7,59.05,60.21,93.36,121.3
2019-07-08,57.95,62.61,27.88,76.46,79.09,59.13,60.3,92.67,121.45
2019-07-09,57.38,62.66,27.93,76.3,79.37,58.78,60.38,92.75,121.58
2019-07-10,57.26,63.46,27.83,76.12,80.0,59.16,60.52,93.07,122.02
2019-07-11,57.51,63.59,27.99,76.63,80.3,59.31,60.54,93.09,122.26
2019-07-12,58.08,63.86,28.18,77.98,80.89,59.48,60.14,92.06,123.67
2019-07-15,58.12,63.28,28.02,77.66,81.16,59.62,60.38,92.26,124.07
2019-07-16,58.26,62.61,27.95,78.16,80.4,59.64,60.04,91.8,123.91
2019-07-17,57.74,61.89,27.71,76.48,80.19,59.57,60.26,91.82,122.72
2019-07-18,57.99,61.9,27.92,76.62,80.79,59.97,60.79,92.34,122.56
2019-07-19,58.12,62.19,27.8,77.04,80.44,59.59,59.91,91.38,121.76
2019-07-22,57.97,62.48,27.86,77.1,81.37,59.24,59.78,91.19,121.83
2019-07-23,59.16,62.65,28.15,78.08,81.82,59.67,59.4,91.76,122.65
2019-07-24,59.12,62.91,28.44,78.41,82.49,59.27,59.45,91.81,123.27
2019-07-25,58.69,62.2,28.24,78.26,82.15,59.35,59.3,91.36,122.58
2019-07-26,58.76,61.88,28.54,78.09,82.33,60.01,59.52,91.69,123.14
2019-07-29,58.57,61.64,28.33,77.95,82.28,60.12,59.83,92.07,122.54
2019-07-30,58.95,62.33,28.25,78.29,81.76,60.3,59.37,91.67,121.72
2019-07-31,58.05,62.13,28.11,77.41,80.52,59.08,59.09,90.76,120.32
2019-08-01,57.72,60.72,27.47,75.91,80.11,58.87,59.7,90.88,118.69
2019-08-02,57.04,59.85,27.46,75.42,78.8,58.88,59.69,90.67,117.71
2019-08-05,55.97,58.07,26.54,73.33,75.51,57.35,58.83,88.54,114.55
2019-08-06,56.04,58.0,26.97,74.44,76.77,57.87,59.57,89.69,116.29
2019-08-07,56.81,57.56,26.61,74.4,77.25,58.54,59.72,89.72,116.76
2019-08-08,57.9,59.22,27.12,75.66,79.14,59.3,60.33,90.91,119.02
2019-08-09,57.44,58.56,27.03,75.02,78.25,58.97,60.4,91.02,117.9
2019-08-12,56.55,57.87,26.51,73.99,77.22,58.57,60.28,90.14,116.18
2019-08-13,57.15,58.41,26.84,74.87,79.15,59.24,60.32,91.31,118.1
2019-08-14,55.34,56.12,25.85,72.59,76.72,58.31,59.83,88.77,114.4
2019-08-15,55.36,55.77,25.98,72.51,76.58,59.18,60.6,89.08,114.21
2019-08-16,56.34,56.5,26.44,73.91,78.04,59.86,60.91,90.18,115.51
2019-08-19,56.78,57.75,26.7,74.6,79.22,60.45,61.3,91.04,116.96
2019-08-20,56.12,57.27,26.35,74.17,78.82,59.8,61.2,90.27,116.99
2019-08-21,56.41,57.63,26.47,74.62,79.75,59.96,61.6,90.93,119.24
2019-08-22,56.03,57.38,26.64,74.73,79.56,60.27,61.66,90.48,119.27
2019-08-23,54.68,55.45,25.97,72.73,76.93,59.27,61.01,88.39,116.1
2019-08-26,54.85,55.69,26.22,73.27,78.0,60.01,61.71,89.32,117.25
2019-08-27,54.89,55.34,26.06,72.89,77.88,59.84,61.82,88.79,116.67
2019-08-28,55.32,56.14,26.3,73.79,77.95,60.41,61.65,89.44,118.13
2019-08-29,56.03,56.96,26.69,75.05,79.3,60.44,62.08,90.12,119.9
2019-08-30,56.41,56.96,26.78,75.36,79.28,60.36,62.1,90.23,119.18
2019-09-03,55.96,56.68,26.5,74.34,78.32,60.71,63.2,89.7,118.7
2019-09-04,56.65,57.47,26.76,75.28,79.65,61.26,63.26,89.76,119.87
2019-09-05,56.73,58.19,27.31,76.63,81.32,60.88,62.58,90.64,122.16
2019-09-06,56.95,58.5,27.3,76.79,81.25,61.08,62.33,90.89,122.46
2019-09-09,56.66,59.66,27.72,77.02,80.64,60.94,62.02,90.06,122.93
2019-09-10,57.21,60.37,27.82,77.73,80.23,60.56,62.1,90.31,122.44
2019-09-11,57.76,60.43,27.98,78.45,81.07,60.78,62.71,91.21,122.67
2019-09-12,58.21,60.05,28.13,78.5,81.51,61.03,62.85,91.18,123.26
2019-09-13,58.84,60.53,28.35,78.93,80.91,60.68,62.46,91.13,123.01
2019-09-16,57.88,62.56,28.25,78.86,80.71,60.09,62.51,90.93,121.44
2019-09-17,58.35,61.69,28.28,78.82,81.04,60.42,63.05,91.07,122.17
2019-09-18,58.38,61.39,28.38,78.7,81.03,60.52,63.32,91.06,122.11
2019-09-19,58.48,61.23,28.25,78.31,81.21,60.51,63.62,91.49,121.79
2019-09-20,58.34,61.28,28.08,77.81,80.26,60.32,63.87,92.0,120.39
2019-09-23,58.2,61.3,28.13,77.66,80.51,60.56,63.88,91.51,120.81
2019-09-24,57.7,60.33,27.86,77.22,79.73,60.81,64.63,90.67,119.52
2019-09-25,58.0,60.43,28.09,77.72,80.68,60.85,64.59,90.23,120.61
2019-09-26,57.87,59.64,27.96,77.83,80.77,61.19,64.93,89.73,120.09
2019-09-27,57.71,59.63,28.07,77.52,79.69,61.12,64.7,89.33,119.67
2019-09-30,58.2,59.2,28.0,77.63,80.53,61.42,64.74,90.13,120.7
2019-10-01,56.83,57.83,27.41,75.77,79.78,61.26,64.59,89.25,119.69
2019-10-02,55.81,56.41,26.85,74.34,78.28,60.03,63.73,87.95,117.54
2019-10-03,56.01,57.02,26.96,74.83,79.24,60.45,63.88,88.74,118.11
2019-10-04,56.31,57.38,27.46,75.61,80.55,61.4,64.77,90.13,119.22
2019-10-07,56.11,56.87,27.32,75.23,80.21,60.9,64.52,89.83,118.7
2019-10-08,55.13,55.9,26.78,74.07,78.74,60.32,63.92,88.12,117.45
2019-10-09,55.75,56.41,27.03,74.7,79.91,60.78,64.23,88.76,118.45
2019-10-10,56.26,57.12,27.31,75.38,80.46,60.9,64.16,89.2,119.24
2019-10-11,57.35,57.89,27.65,76.8,81.57,60.84,63.92,89.94,120.59
2019-10-14,56.94,57.86,27.69,76.65,81.52,60.54,63.51,89.9,120.53
2019-10-15,57.34,58.1,28.09,77.27,82.42,60.28,63.31,91.54,121.59
2019-10-16,57.46,57.29,28.02,77.23,81.85,60.34,63.45,91.42,122.09
2019-10-17,57.61,57.33,28.04,77.61,81.69,60.62,63.61,92.1,122.41
2019-10-18,57.51,57.03,28.11,76.94,80.91,60.74,63.82,91.76,122.17
2019-10-21,57.33,58.05,28.5,77.4,81.78,60.94,64.07,91.66,122.6
2019-10-22,57.09,58.8,28.42,78.01,80.68,60.96,64.34,91.86,121.82
2019-10-23,57.45,59.29,28.54,78.0,80.75,61.24,64.6,92.43,121.26
2019-10-24,57.63,59.04,28.5,78.11,81.93,61.45,64.82,91.96,121.2
2019-10-25,58.26,59.52,28.64,78.6,82.92,61.09,64.16,92.06,121.06
2019-10-28,58.44,59.18,28.79,78.82,83.97,60.97,63.28,93.01,121.44
2019-10-29,58.8,59.42,28.86,79.08,83.21,60.97,63.34,94.33,120.75
2019-10-30,58.85,58.21,28.84,79.36,83.72,61.25,63.9,94.86,121.5
2019-10-31,58.19,57.96,28.7,78.51,83.67,61.16,64.25,94.75,120.85
2019-11-01,59.01,59.28,29.12,80.22,84.67,61.15,64.09,94.87,121.65
2019-11-04,59.47,61.21,29.37,81.15,85.11,60.56,63.27,94.58,121.71
2019-11-05,59.57,61.29,29.48,81.32,85.01,60.76,62.62,93.91,121.89
2019-11-06,59.53,60.04,29.63,81.37,84.97,61.01,62.86,94.23,122.02
2019-11-07,59.93,60.94,29.85,81.65,85.64,60.8,62.01,94.44,121.29
2019-11-08,60.17,60.69,29.84,81.76,86.12,60.76,61.75,95.13,121.34
2019-11-11,60.08,60.35,29.76,81.8,86.16,60.67,61.37,94.74,121.09
2019-11-12,60.39,60.04,29.8,81.79,86.45,60.87,61.52,95.31,121.01
2019-11-13,60.04,59.78,29.61,81.45,86.64,61.33,62.43,95.42,120.63
2019-11-14,60.41,59.62,29.67,81.71,86.54,61.31,62.65,95.43,121.15
2019-11-15,60.36,60.08,29.75,82.31,87.24,61.33,62.85,97.46,121.37
2019-11-18,60.21,59.35,29.81,82.0,87.5,61.65,62.98,97.13,121.79
2019-11-19,60.08,58.47,29.87,81.93,87.67,61.57,62.82,97.79,120.45
2019-11-20,59.33,59.06,29.73,81.28,87.14,61.71,63.2,97.66,120.17
