,EWA,EWC,EWG,EWH,EWI,EWJ,EWL,EWM,EWP,EWS,EWT,EWU,EWW,EWY,EWZ,EZA
2004-01-27,6.752137184143066,11.083481788635254,11.992840766906738,7.203543186187744,25.574626922607422,31.994892120361328,11.504587173461914,11.773313522338867,15.778923034667969,7.265536308288574,16.368240356445312,17.601314544677734,14.647189140319824,22.36053466796875,11.605679512023926,17.936861038208008
2004-01-28,6.560344219207764,10.864082336425781,11.765758514404297,6.918444633483887,24.852663040161133,31.37395477294922,11.362556457519531,11.443867683410645,15.69174575805664,7.052833557128906,16.368240356445312,17.39912986755371,14.42374324798584,22.3271427154541,11.210397720336914,17.84195899963379
2004-01-29,6.496411323547363,10.712772369384766,11.708988189697266,6.842415809631348,25.072927474975586,31.570032119750977,11.355079650878906,11.443867683410645,15.484702110290527,6.9520769119262695,16.368240356445312,17.39912986755371,14.077021598815918,22.285411834716797,10.633678436279297,17.715415954589844
2004-01-30,6.52100133895874,10.826254844665527,11.666410446166992,6.8994364738464355,24.852663040161133,31.570032119750977,11.31022834777832,11.513222694396973,15.353937149047852,7.0864176750183105,16.462543487548828,17.410364151000977,14.154067039489746,22.185251235961914,10.34207820892334,17.6268367767334
2004-02-02,6.5062479972839355,10.962433815002441,11.567060470581055,6.722039699554443,24.86490821838379,31.76612663269043,11.377507209777832,11.443867683410645,15.332144737243652,7.052833557128906,16.368240356445312,17.29804229736328,14.616366386413574,22.310457229614258,10.419839859008789,17.57622528076172
2004-02-03,6.525918960571289,10.977563858032227,11.687699317932129,6.791733741760254,24.852663040161133,31.60271644592285,11.332653045654297,11.547901153564453,15.490151405334473,7.120000839233398,16.22005271911621,17.387897491455078,14.531610488891602,21.97658920288086,10.659600257873535,17.84195899963379
2004-02-04,6.452150821685791,10.81869125366211,11.545771598815918,6.785396099090576,24.840423583984375,30.68764877319336,11.392457008361816,11.322491645812988,15.392078399658203,7.008052349090576,15.964088439941406,17.48899269104004,14.446857452392578,21.709495544433594,10.497602462768555,17.699600219726562
2004-02-05,6.501328945159912,10.864082336425781,11.645122528076172,6.848752498626709,24.98727035522461,30.981767654418945,11.519536972045898,11.374509811401367,15.582776069641113,7.0416388511657715,16.2335262298584,17.432832717895508,14.416033744812012,22.035011291503906,10.173598289489746,17.399066925048828
2004-02-06,6.629190444946289,11.03808879852295,11.836724281311035,7.026148319244385,25.317663192749023,31.341279983520508,11.766223907470703,11.565241813659668,15.849752426147461,7.220757007598877,16.449071884155273,17.69117546081543,14.716529846191406,22.652660369873047,10.529998779296875,17.68378448486328
2004-02-09,6.707876682281494,11.068352699279785,11.964457511901855,7.1718668937683105,25.440027236938477,30.981767654418945,11.713897705078125,11.599922180175781,16.029550552368164,7.355097770690918,16.502962112426758,17.837202072143555,14.870628356933594,22.903057098388672,10.59480094909668,17.936861038208008
2004-02-10,6.776727199554443,11.159136772155762,12.056709289550781,7.1718668937683105,25.635812759399414,31.243227005004883,11.826028823852539,11.513222694396973,16.209354400634766,7.3103179931640625,16.691566467285156,17.960758209228516,14.824406623840332,23.120073318481445,10.756799697875977,18.079214096069336
2004-02-11,6.830822467803955,11.310447692871094,12.23411750793457,7.203543186187744,25.85607147216797,31.439321517944336,11.983010292053223,11.547901153564453,16.498130798339844,7.366291046142578,16.637678146362305,18.151710510253906,14.924565315246582,23.662599563598633,11.177999496459961,18.360761642456055
2004-02-12,6.884917259216309,11.242356300354004,12.141867637634277,7.159196376800537,25.70923614501953,31.145185470581055,11.81855297088623,11.651938438415527,16.498130798339844,7.299121856689453,16.489486694335938,17.90459442138672,15.1788330078125,23.403852462768555,11.229839324951172,18.626495361328125
2004-02-13,6.9095072746276855,11.196964263916016,11.879300117492676,7.140188217163086,25.342132568359375,31.37395477294922,11.698945045471191,11.582581520080566,16.296531677246094,7.231950283050537,16.67809295654297,17.949525833129883,15.32522964477539,23.504011154174805,10.944719314575195,18.72456169128418
2004-02-17,7.022613525390625,11.287750244140625,12.049614906311035,7.241557598114014,25.70923614501953,31.896848678588867,11.86340618133545,11.998720169067383,16.5090274810791,7.377485752105713,16.987945556640625,18.432519912719727,15.494736671447754,23.754413604736328,10.912321090698242,18.983966827392578
2004-02-18,7.002943992614746,11.07591724395752,11.921878814697266,7.1845383644104,25.562389373779297,31.570032119750977,11.609241485595703,12.12009334564209,16.449092864990234,7.366291046142578,16.82628059387207,18.185409545898438,15.517847061157227,23.3287353515625,10.730879783630371,18.75935935974121
2004-02-19,7.007863998413086,11.045654296875,11.985745429992676,7.146523952484131,25.574626922607422,31.439321517944336,11.646618843078613,12.206792831420898,16.454538345336914,7.321512699127197,16.974472045898438,18.466218948364258,15.332930564880371,23.27030372619629,10.212480545043945,18.718233108520508
2004-02-20,6.801314830780029,10.894343376159668,11.716086387634277,7.140188217163086,25.023984909057617,31.07982635498047,11.437308311462402,12.224130630493164,16.06769561767578,7.175976276397705,16.839757919311523,18.23033905029297,15.070960998535156,22.869670867919922,10.4327974319458,18.411378860473633
2004-02-23,6.7914814949035645,10.826254844665527,11.687699317932129,7.0324859619140625,25.342132568359375,31.275903701782227,11.459734916687012,12.189452171325684,16.078594207763672,7.16478157043457,16.90711212158203,18.275264739990234,14.824406623840332,22.711088180541992,10.335600852966309,18.506282806396484
2004-02-24,6.855410575866699,10.87921142578125,11.602544784545898,7.06416130065918,25.391077041625977,30.916412353515625,11.399932861328125,12.380182266235352,16.078594207763672,7.265536308288574,16.556848526000977,18.421295166015625,14.90915298461914,22.42730140686035,10.374481201171875,18.379743576049805
2004-02-25,6.806233882904053,10.932172775268555,11.552870750427246,7.000807285308838,25.085161209106445,30.818370819091797,11.422356605529785,12.362847328186035,15.991413116455078,7.220757007598877,16.81281280517578,18.3314266204834,14.98620891571045,22.585891723632812,10.659600257873535,18.363927841186523
2004-02-26,6.7914814949035645,10.970001220703125,11.46771240234375,7.051490306854248,24.96279525756836,30.9490966796875,11.295275688171387,12.55357551574707,15.757126808166504,7.209561824798584,16.866695404052734,18.30896759033203,15.101780891418457,22.51076889038086,10.614239692687988,18.363927841186523
2004-02-27,6.860328674316406,11.113746643066406,11.510289192199707,7.152859210968018,25.10964012145996,31.73344612121582,11.317702293395996,12.466882705688477,16.035001754760742,7.254341125488281,17.028362274169922,18.24156951904297,15.171123504638672,23.053293228149414,10.821599960327148,18.601184844970703
2004-03-01,6.943930625915527,11.21209716796875,11.666410446166992,7.1718668937683105,25.47673225402832,32.71388626098633,11.512062072753906,12.674949645996094,16.165767669677734,7.3103179931640625,17.850141525268555,18.477453231811523,15.641131401062012,23.30369758605957,11.25576114654541,18.949169158935547
2004-03-02,6.894753932952881,11.083481788635254,11.552870750427246,7.013476371765137,24.77924919128418,32.35438537597656,11.377507209777832,12.744303703308105,15.8443021774292,7.243147373199463,17.78278160095215,18.174175262451172,15.4716215133667,23.48731803894043,11.242798805236816,18.7878360748291
2004-03-03,6.75705623626709,11.030523300170898,11.425135612487793,6.95012092590332,24.86490821838379,32.256343841552734,11.250425338745117,12.449541091918945,15.718986511230469,7.142392158508301,17.715423583984375,18.084314346313477,15.294405937194824,23.3287353515625,11.190960884094238,18.449342727661133
2004-03-04,6.7619733810424805,11.121309280395508,11.552870750427246,7.019810676574707,24.9505558013916,32.19098663330078,11.42983341217041,12.605594635009766,15.838854789733887,7.187171459197998,17.99833106994629,18.106779098510742,15.702768325805664,23.787803649902344,11.016000747680664,18.518938064575195
2004-03-05,6.879999160766602,11.249923706054688,11.744471549987793,7.007142066955566,25.329896926879883,32.289024353027344,11.534492492675781,12.674949645996094,16.111278533935547,7.231950283050537,17.78278160095215,18.342666625976562,15.826047897338867,23.904647827148438,11.139120101928711,19.015602111816406
2004-03-08,6.860328674316406,11.234795570373535,11.779952049255371,6.918444633483887,25.2075252532959,32.19098663330078,11.42983341217041,12.48421859741211,16.029550552368164,7.142392158508301,17.311269760131836,18.162940979003906,15.564085006713867,23.3287353515625,11.145600318908691,19.151628494262695
2004-03-09,6.870164394378662,11.144001960754395,11.524482727050781,6.829746723175049,25.0484561920166,32.15830612182617,11.227997779846191,12.51889705657959,15.78982162475586,7.075221538543701,17.48640251159668,17.91582679748535,15.371458053588867,23.15345573425293,11.016000747680664,19.0440731048584
2004-03-10,6.712794780731201,10.87921142578125,11.247725486755371,6.690362453460693,24.901613235473633,31.831497192382812,11.190620422363281,11.964042663574219,15.659056663513184,6.896103382110596,17.041831970214844,17.713638305664062,15.155715942382812,22.452346801757812,10.452239036560059,18.52842903137207
2004-03-11,6.5652618408203125,10.81869125366211,10.985160827636719,6.550980091094971,24.47332763671875,31.177867889404297,10.973834991455078,12.362847328186035,15.36483383178711,6.828932762145996,16.934057235717773,17.32050132751465,14.724238395690918,22.43564796447754,10.102320671081543,18.174118041992188
2004-03-12,6.648861408233643,10.765731811523438,10.99935245513916,6.734711647033691,24.326486587524414,31.864173889160156,11.026163101196289,12.570914268493652,15.27766227722168,6.963272571563721,17.041831970214844,17.578853607177734,15.155715942382812,22.009973526000977,10.491121292114258,18.221567153930664
